conc_uM,dF_F0,SEM
0.06324555320336757,0.060418280402788536,0.008931368828736512
0.19999999999999996,0.07126258714175063,0.006252338202145385
0.6324555320336758,0.08675445391169645,0.005373506186311026
1.9999999999999998,0.053446940356312936,0.008632737013681616
6.324555320336758,0.11773818745158797,0.015965057415464508
20.0,0.13168086754453917,0.0033931336120676643
63.245553203367585,0.18357862122385749,0.00788881096358407
200.0,0.14949651432997685,0.0030702293997726363
