file,ligand,sensor,n_points,baseline,df_max,ec50_uM,hill_n,r2,lod_uM,success,is_noise,is_step_fn,message,source_file,source_sheet,excluded_wells
atenolol_iEscSnFR.csv,atenolol,iEscSnFR,8,0.022011001970151226,21784.35303256443,730394.7422787842,1.2713333316698525,0.9951241100381979,468.145195046302,True,False,False,ok,20240728_carnitine_atenolol_iEscSnFR_3xpbsph7.xlsx,atenolol,
atenolol_v7.1.2.csv,atenolol,v7.1.2,8,0.037857056141502844,4092.1021732696668,999999.9922702981,1.0508278939660969,0.9905189541738365,16.785394833595543,True,False,False,ok,20240728_carnitine_atenolol_v7.1.2_3xpbsph7.xlsx,atenolol,
atrazine_v8.csv,atrazine,v8,8,0.06755869544000324,0.09524100391159507,8.000123196582042,1.783289547839508,0.8705999958769439,4.118205056524202,True,False,False,ok,20240730_atrazine_v8_3xpbsph7.xlsx,atrazine,
betahydroxybutyrate_tap1.0.csv,betahydroxybutyrate,tap1.0,8,-0.019781497442172807,0.04066060697206392,0.178539768424483,9.999919391989412,0.4128495153830375,,True,True,False,noise: signal range < 0.15 dF/F0; Hill n at boundary (10.0),20240730_betahydroxybutyrate_milirone_tap1.0_3xpbsph7.xlsx,beta-hydroxybutyrate,
caffeine_ak1.csv,caffeine,ak1,8,0.018895124740984957,8673.647154924985,999999.58524688,1.128809908193659,0.9749113531842533,16.913242743847302,True,False,False,ok,20240726_caffeine_AK1_3xpbsph7.xlsx,caffeine,
caffeine_ak2.csv,caffeine,ak2,8,0.06297866858327988,2.0320158614465305,88.93351432432104,0.9473877855269515,0.9926606447256161,1.4002789841787446,True,False,False,ok,20240801_caffeine_ak2_3xpbsph7.xlsx,caffeine,
carnitine_iEscSnFR.csv,carnitine,iEscSnFR,8,0.0684949913409748,13780.5144993335,999999.955981264,1.1445511626871805,0.9948273863943177,3.3145487144648773,True,False,False,ok,20240728_carnitine_atenolol_iEscSnFR_3xpbsph7.xlsx,carnitine,
carnitine_v7.1.2.csv,carnitine,v7.1.2,8,0.04051591337438099,5728.176306761869,999999.9794012047,0.9861368591925489,0.9984607373137764,2.9609365363425955,True,False,False,ok,20240728_carnitine_atenolol_v7.1.2_3xpbsph7.xlsx,carnitine,
carnitine_v9.csv,carnitine,v9,8,0.10957917427174221,39572.0517737347,470265.75644133374,1.4185166292644544,0.9944161328710519,12.645899927861963,True,False,False,ok,20240728_carnitine_v9_3xpbsph7.xlsx,carnitine,
cipro_iEscSnFR.csv,cipro,iEscSnFR,8,-0.02662191967189312,2.751028246829769,22.383613098607558,0.7644686574130818,0.9973539471421948,0.08200683208359354,True,False,False,ok,20240726_thiamine_ciprofloxacin_iEscSnFR_3xpbsph7.xlsx,cipro,H2
