file,ligand,sensor,n_points,baseline,df_max,ec50_uM,hill_n,r2,lod_uM,success,is_noise,is_step_fn,message,source_file,source_sheet,excluded_wells
cipro_v7.csv,cipro,v7,8,0.007293032225275379,2.1826076407148296,53.65632583025162,0.7247429749207085,0.9967397246598338,0.3646919447418175,True,False,False,ok,20240726_thiamine_ciprofloxacin_V7_3xpbsph7.xlsx,cipro,H2
cipro_v7.1.csv,cipro,v7.1,8,-0.04277042811052386,2.693548675661204,35.922615167988475,0.6519687171704301,0.990022386220873,0.029919499165845635,True,False,False,ok,20240726_ciprofloxacin_V7.1_3xpbsph7.xlsx,cipro,H2
cipro_v9.csv,cipro,v9,8,0.010707988402523634,4.613351383466436,45.30744634568003,0.7640755291591308,0.9986776810984664,0.015139977374552381,True,False,False,ok,20240726_thiamine_ciprofloxacin_V9_3xpbsph7.xlsx,cipro,H2
cyclosporinA_iCytBrSnFR.csv,cyclosporinA,iCytBrSnFR,8,-28.695957359932954,28.783234517206086,0.00013937583741865036,0.9482710603341334,0.6392808923496563,0.0001,True,True,False,noise: signal range < 0.15 dF/F0,20240730_cyclosporinA_tyramine_iCytBrSnFR_3xpbsph7.xlsx,cyclosporin A,
deet_iEscSnFR.csv,deet,iEscSnFR,8,0.04293165742704124,4552.556700892696,218603.12559846448,1.367210392853043,0.9145262805872321,67.18379424966814,True,False,False,ok,20240726_deet_iEscSnFR_3xpbsph7.xlsx,DEET,
dehp_L194.csv,dehp,L194,8,0.004940884686301061,14.48596753694715,1799.946104824102,0.563071771489231,0.9978644478525189,0.12885635418577754,True,False,False,ok,20240729_dehp_l194_3xpbsph7.xlsx,dehp,
dehp_v4.8.1.2.csv,dehp,v4.8.1.2,8,0.1316543476980747,2.7980598631948213,34.52147538899203,0.8476159021852491,0.9990389408677645,0.15822098459101,True,False,False,ok,20240729_dehp_v4.8.1.2_3xpbsph7.xlsx,dehp,
dehp_v7.csv,dehp,v7,8,0.0338831780529248,112.40297353306207,148573.76976231395,0.5817870828239219,0.9993263101619637,0.41271019581118584,True,False,False,ok,20240729_fipronil_dehp_v7_3xpbsph7.xlsx,dehp,
digoxin_L194.csv,digoxin,L194,8,0.0359253559544134,0.6050149283487617,20.71347757613157,9.999999999968987,0.9810799738358059,17.779686830083143,True,False,False,Hill n at boundary (10.0),20240730_folicacid_digoxin_l194_3xpbsph7.xlsx,digoxin,
digoxin_v6.csv,digoxin,v6,8,-0.01815535043759556,0.6412978743762842,38.32760890980377,2.254226728792422,0.9916388223068175,81.10494577435864,True,False,False,ok,20240730_folicacid_digoxin_v6_3xpbsph7.xlsx,digoxin,
epinephrine_iEscSnFR.csv,epinephrine,iEscSnFR,8,0.06040515690972904,4452.322435199291,65249.555146399856,1.6775851083911173,0.9494192049014083,67.6515395132146,True,False,True,step-function: EC50 unreliable,20240731_epinephrine_iEscSnFR_3xpbsph7.xlsx,epi,
epinephrine_v9.csv,epinephrine,v9,8,0.055947370753362605,5.116134300171159,286.6916077531066,9.999991669052402,0.8416952079490765,162.90652201670306,True,False,False,Hill n at boundary (10.0),20240731_epinephrine_V9_3xpbsph7.xlsx,epi,
ergothioneine_iEscSnFR.csv,ergothioneine,iEscSnFR,8,0.024637880944448125,4406.536721924398,999999.9976006229,0.8858839861649704,0.9986567764299077,0.7079491174312985,True,False,False,ok,20240730_ergothioneine_iesc_3xpbsph7.xlsx,ergothioneine,
ergothioneine_v7.1.csv,ergothioneine,v7.1,8,0.04068589251577363,3863.833354086446,999999.7463688942,0.9613616515505307,0.9949271764467217,27.52145943971031,True,False,False,ok,20240730_ergothioneine_v7.1_3xpbsph7.xlsx,ergothionein,
ergothioneine_v9.csv,ergothioneine,v9,8,0.05700770008090482,6567.396012944678,999999.9998477204,0.9640708686060853,0.9976227356885553,2.7838556973075486,True,False,False,ok,20240730_ergothionein_v9_3xpbsph7.xlsx,ergothioneine,
estradiol_cc93.csv,estradiol,cc93,8,0.061995165467100176,34572.05738847099,200779.6286147366,1.6183676651303385,0.98435395863762,48.09635932391273,True,False,True,step-function: EC50 unreliable,20240725_mehp_estradiol_cc93_3xpbsph7.xlsx,Estradio,
estradiol_v4.8.1.2.csv,estradiol,v4.8.1.2,8,0.04006986983443411,1.9753457262556153,994.8134185443943,0.8213083809197553,0.9793629769403553,12.491784211936956,True,False,False,ok,20240725_mehp_estradiol_v4.8.1.2_3xpbsph7.xlsx,beta-estradio,
estradiol_v7.1.csv,estradiol,v7.1,8,0.06545541508117088,44459.1977313668,541268.0638275621,1.449697418183932,0.9866853676898126,21.09891896610559,True,False,True,step-function: EC50 unreliable,20240725_mehp_estradiol_v7.1_3xpbsph7.xlsx,beta-estradiol,
estradiol_v8.csv,estradiol,v8,8,0.04215384829711589,1199.6152829807004,999999.9830019244,0.9264082703895311,0.9895993260738395,12.501081950252711,True,False,False,ok,20240725_mehp_estradiol_v8_3xpbsph7.xlsx,beta-estradiol,
fipronil_cc93.csv,fipronil,cc93,8,0.03581351171575528,42325.63890309033,110233.30059440457,1.7121786747391956,0.9884837956481266,36.13062072116541,True,False,False,ok,20240729_fipronil_cc93_3xpbsph7.xlsx,fipronil,
fipronil_v7.csv,fipronil,v7,8,0.05702614053896444,17678.909953881717,31592.26490549169,2.0052340210100748,0.9863087568037909,26.54747030558612,True,False,True,step-function: EC50 unreliable,20240729_fipronil_dehp_v7_3xpbsph7.xlsx,fipronil,
fipronil_v7.1.2.csv,fipronil,v7.1.2,8,0.01914834021746463,73202.22652575163,406370.6591797082,1.5035465436470177,0.9847678497239927,140.12738512808437,True,False,False,ok,20240729_fipronil_v7.1.2_3xpbsph7.xlsx,fipronil,
folic_acid_L194.csv,folic_acid,L194,8,0.06722911905974993,0.6810395015500186,90.91850381260709,2.3916003118015166,0.9916923175218658,53.76214252351275,True,False,False,ok,20240730_folicacid_digoxin_l194_3xpbsph7.xlsx,folic acid,
folic_acid_v6.csv,folic_acid,v6,8,0.005876475214035535,2.11583259781689,924.3746351647178,0.9180350890782942,0.9918256997800114,86.7492609756376,True,False,False,ok,20240730_folicacid_digoxin_v6_3xpbsph7.xlsx,folic acid,
folic_acid_v7.1.2.csv,folic_acid,v7.1.2,8,-0.03005556486834602,2.9195190874404493,877.9974712804144,0.9075683053320174,0.9926788908680634,234.3956836448373,True,False,False,ok,20240730_folicacid_v7.1.2_3xpbsph7.xlsx,folic acid,
l-thyroxine_L194.csv,l-thyroxine,L194,8,-0.06104282845237264,54.72021129603289,290.84882804053154,9.999994443520288,0.9909444312397827,165.16542352247183,True,False,False,Hill n at boundary (10.0),20240731_l-thyroxine_L194_3xpbsph7.xlsx,L-thyroxine,
l-thyroxine_v6.csv,l-thyroxine,v6,8,-0.09605252289023357,17.624024405962146,284.90183304334346,9.999988914400255,0.7431761938433064,166.56901603352622,True,False,False,Hill n at boundary (10.0),20240731_l-thyroxine_v6_3xpbsph7.xlsx,thyroxine,
mehp_v4.8.1.2.csv,mehp,v4.8.1.2,8,-0.018453464767560473,0.5290167919000993,58.89507986818832,1.2228499642729762,0.9798694947864377,80.49568854206879,True,False,False,ok,20240725_mehp_estradiol_v4.8.1.2_3xpbsph7.xlsx,MEHP,
mehp_v7.1.csv,mehp,v7.1,8,-0.005734010632843397,0.6690610775028349,346.56123768030415,0.8114971263849645,0.9599873142404698,,True,False,False,ok,20240725_mehp_estradiol_v7.1_3xpbsph7.xlsx,MEHP,
mehp_v8.csv,mehp,v8,8,-0.0746276640790689,16.34882715387471,999999.999998902,0.44312286572808435,0.9759332290116882,20.510592433682515,True,False,False,ok,20240725_mehp_estradiol_v8_3xpbsph7.xlsx,MEHP,
milirone_tap1.0.csv,milirone,tap1.0,8,0.0078034814143670824,6.334946855497972,307.7616750094157,9.999999999926839,0.5363874361443404,214.95619243953624,True,False,False,Hill n at boundary (10.0),20240730_betahydroxybutyrate_milirone_tap1.0_3xpbsph7.xlsx,milirone,
theobromine_L194.csv,theobromine,L194,8,0.040888746383594854,14244.376007308654,999999.9999999917,1.1994796949251036,0.9700884120289359,128.9523298207842,True,False,False,ok,20240730_theobromine_tryptamine_L194_3xpbsph7.xlsx,theobromine,
thiamine_cc93.csv,thiamine,cc93,8,0.013741733107481202,2512.7159897621236,999999.9999918684,0.7991178766338397,0.9923397074386552,12.789304531879791,True,False,False,ok,20240726_thiamine_cc93_3xpbsph7.xlsx,thiamine,
thiamine_iEscSnFR.csv,thiamine,iEscSnFR,8,0.031759878648309044,14.987550220040946,653.6163713851311,0.8238112677127958,0.9996612047111924,0.35293106517264167,True,False,False,ok,20240726_thiamine_ciprofloxacin_iEscSnFR_3xpbsph7.xlsx,thiamine,
thiamine_v7.csv,thiamine,v7,8,0.06393582235668181,19.488035809656534,2537.431197631983,0.9032007676017032,0.9974978673527864,1.242044956684411,True,False,False,ok,20240726_thiamine_ciprofloxacin_V7_3xpbsph7.xlsx,thiamine,
thiamine_v9.csv,thiamine,v9,8,0.054667917073173075,1868.7133906313709,999999.9979401305,0.7668883793120785,0.9990584463067638,4.639078506935712,True,False,False,ok,20240726_thiamine_ciprofloxacin_V9_3xpbsph7.xlsx,thiamine,
tryptamine_L194.csv,tryptamine,L194,8,0.01722095283226185,449.23379768694457,999959.7417696019,0.8620594430236028,0.9713788490290263,89.18233537370993,True,False,True,step-function: EC50 unreliable,20240730_theobromine_tryptamine_L194_3xpbsph7.xlsx,tryptamine,
tryptamine_v9.csv,tryptamine,v9,8,-0.007915681667879993,6861.309942685377,999999.9945254015,1.1180130167138764,0.9918153128904511,88.53707958916294,True,False,False,ok,20240730_tryptamine_v9_3xpbsph7.xlsx,tryptamine,
tyramine_iCytBrSnFR.csv,tyramine,iCytBrSnFR,8,0.04608329229749595,2856.4847068419826,999981.333105647,1.2707210755823537,0.7886897142332048,159.5056624800284,True,True,False,noise: signal range < 0.15 dF/F0,20240730_cyclosporinA_tyramine_iCytBrSnFR_3xpbsph7.xlsx,tyramine hydrochloride,
